iteration,labelled_sample_counts,accuracy_scores,auc_scores,featurespace
36,273,0.5052410901467506,0.49825296995108315,morgan_fingerprint
37,274,0.5055904961565338,0.4989517819706499,morgan_fingerprint
38,275,0.5150244584206848,0.4954577218728163,morgan_fingerprint
39,276,0.5244584206848357,0.48777078965758214,morgan_fingerprint
40,277,0.4458420684835779,0.48916841369671554,morgan_fingerprint
41,278,0.48427672955974843,0.5611460517120893,morgan_fingerprint
42,279,0.5244584206848357,0.5178197064989517,morgan_fingerprint
43,280,0.4748427672955975,0.5366876310272536,morgan_fingerprint
44,281,0.48392732354996504,0.5338923829489868,morgan_fingerprint
45,282,0.4930118798043326,0.5290006988120195,morgan_fingerprint
46,283,0.4744933612858141,0.5352900069881202,morgan_fingerprint
47,284,0.5118798043326345,0.5450733752620545,morgan_fingerprint
48,285,0.5303983228511531,0.5688329839273235,morgan_fingerprint
49,286,0.5310971348707197,0.5667365478686233,morgan_fingerprint
50,287,0.5125786163522013,0.5660377358490566,morgan_fingerprint
51,288,0.48392732354996504,0.5471698113207547,morgan_fingerprint
52,289,0.5394828791055206,0.5932914046121592,morgan_fingerprint
53,290,0.5524109014675052,0.5583508036338225,morgan_fingerprint
54,291,0.5307477288609364,0.5849056603773585,morgan_fingerprint
55,292,0.5429769392033543,0.5751222921034241,morgan_fingerprint
56,293,0.4930118798043326,0.5925925925925926,morgan_fingerprint
57,294,0.5115303983228512,0.5870020964360587,morgan_fingerprint
58,295,0.5300489168413697,0.5828092243186582,morgan_fingerprint
59,296,0.5220125786163522,0.5918937805730259,morgan_fingerprint
60,297,0.48392732354996504,0.5751222921034241,morgan_fingerprint
61,298,0.5310971348707197,0.59958071278826,morgan_fingerprint
62,299,0.5310971348707197,0.593990216631726,morgan_fingerprint
63,300,0.5125786163522013,0.6065688329839274,morgan_fingerprint
64,301,0.5314465408805031,0.593990216631726,morgan_fingerprint
65,302,0.5317959468902865,0.6093640810621943,morgan_fingerprint
66,303,0.5223619846261356,0.6156533892382949,morgan_fingerprint
67,304,0.5034940600978337,0.5981830887491264,morgan_fingerprint
68,305,0.5894479385045422,0.6191474493361286,morgan_fingerprint
69,306,0.5401816911250873,0.6163522012578616,morgan_fingerprint
70,307,0.5800139762403913,0.6289308176100629,morgan_fingerprint
71,308,0.5803633822501747,0.5932914046121593,morgan_fingerprint
72,309,0.513277428371768,0.6149545772187281,morgan_fingerprint
73,310,0.47624039133473095,0.6107617051013278,morgan_fingerprint
74,311,0.5978336827393431,0.6324248777078966,morgan_fingerprint
75,312,0.5988819007686932,0.6261355695317959,morgan_fingerprint
76,313,0.5317959468902865,0.6261355695317959,morgan_fingerprint
77,314,0.5590496156533893,0.6226415094339622,morgan_fingerprint
78,315,0.4856743535988819,0.6121593291404612,morgan_fingerprint
79,316,0.5220125786163522,0.6177498252969951,morgan_fingerprint
80,317,0.48532494758909855,0.6247379454926625,morgan_fingerprint
81,318,0.48497554157931516,0.6247379454926625,morgan_fingerprint
82,319,0.4944095038434661,0.6163522012578616,morgan_fingerprint
83,320,0.513277428371768,0.6177498252969951,morgan_fingerprint
84,321,0.4947589098532495,0.6156533892382949,morgan_fingerprint
85,322,0.48497554157931516,0.6296296296296297,morgan_fingerprint
86,323,0.48532494758909855,0.6086652690426275,morgan_fingerprint
87,324,0.48532494758909855,0.6317260656883298,morgan_fingerprint
88,325,0.4944095038434661,0.6422082459818309,morgan_fingerprint
89,326,0.5136268343815513,0.6324248777078966,morgan_fingerprint
90,327,0.5129280223619846,0.6373165618448637,morgan_fingerprint
91,328,0.5136268343815513,0.6303284416491963,morgan_fingerprint
92,329,0.5230607966457024,0.6268343815513626,morgan_fingerprint
93,330,0.5324947589098532,0.626135569531796,morgan_fingerprint
94,331,0.6086652690426275,0.6261355695317959,morgan_fingerprint
95,332,0.6083158630328441,0.6415094339622641,morgan_fingerprint
96,333,0.6180992313067785,0.6212438853948288,morgan_fingerprint
97,334,0.5324947589098532,0.639412997903564,morgan_fingerprint
98,335,0.6278825995807128,0.6149545772187283,morgan_fingerprint
99,336,0.5419287211740043,0.6380153738644305,morgan_fingerprint
100,337,0.5513626834381551,0.6443046820405312,morgan_fingerprint
101,338,0.5230607966457024,0.6575821104122991,morgan_fingerprint
102,339,0.5607966457023061,0.6415094339622642,morgan_fingerprint
103,340,0.5328441649196366,0.6387141858839972,morgan_fingerprint
104,341,0.6278825995807128,0.6526904262753319,morgan_fingerprint
105,342,0.6278825995807128,0.6477987421383649,morgan_fingerprint
106,343,0.6373165618448637,0.6610761705101327,morgan_fingerprint
107,344,0.6470999301187981,0.6408106219426973,morgan_fingerprint
108,345,0.6470999301187981,0.6408106219426974,morgan_fingerprint
109,346,0.6380153738644305,0.6408106219426974,morgan_fingerprint
110,347,0.6376659678546471,0.6296296296296297,morgan_fingerprint
111,348,0.6470999301187981,0.6373165618448637,morgan_fingerprint
112,349,0.6380153738644305,0.6436058700209644,morgan_fingerprint
113,350,0.6380153738644305,0.6352201257861636,morgan_fingerprint
114,351,0.570230607966457,0.6512928022361983,morgan_fingerprint
115,352,0.6380153738644305,0.6310272536687631,morgan_fingerprint
116,353,0.6474493361285814,0.6380153738644304,morgan_fingerprint
117,354,0.6383647798742138,0.6477987421383647,morgan_fingerprint
118,355,0.6383647798742138,0.6415094339622641,morgan_fingerprint
119,356,0.6383647798742138,0.6429070580013976,morgan_fingerprint
120,357,0.6383647798742138,0.6450034940600978,morgan_fingerprint
121,358,0.6568832983927324,0.6422082459818308,morgan_fingerprint
122,359,0.6383647798742138,0.6415094339622642,morgan_fingerprint
123,360,0.6079664570230607,0.6540880503144655,morgan_fingerprint
124,361,0.6194968553459119,0.6359189378057302,morgan_fingerprint
125,362,0.6467505241090147,0.6484975541579315,morgan_fingerprint
126,363,0.6104122990915444,0.6198462613556953,morgan_fingerprint
127,364,0.6104122990915444,0.6317260656883298,morgan_fingerprint
128,365,0.6013277428371768,0.63382250174703,morgan_fingerprint
129,366,0.5988819007686932,0.6554856743535988,morgan_fingerprint
130,367,0.6111111111111112,0.6324248777078965,morgan_fingerprint
131,368,0.6201956673654787,0.6282320055904962,morgan_fingerprint
132,369,0.6111111111111112,0.6401118099231307,morgan_fingerprint
133,370,0.6016771488469601,0.649895178197065,morgan_fingerprint
134,371,0.6201956673654787,0.6561844863731656,morgan_fingerprint
135,372,0.6268343815513626,0.6715583508036338,morgan_fingerprint
136,373,0.6201956673654787,0.655485674353599,morgan_fingerprint
137,374,0.6659678546471,0.6603773584905661,morgan_fingerprint
138,375,0.6177498252969951,0.6785464709993011,morgan_fingerprint
139,376,0.6387141858839972,0.6610761705101328,morgan_fingerprint
140,377,0.6201956673654787,0.6694619147449336,morgan_fingerprint
141,378,0.656533892382949,0.6715583508036338,morgan_fingerprint
142,379,0.6296296296296297,0.6575821104122991,morgan_fingerprint
143,380,0.6481481481481481,0.6631726065688329,morgan_fingerprint
144,381,0.6481481481481481,0.6387141858839972,morgan_fingerprint
145,382,0.59958071278826,0.6652690426275332,morgan_fingerprint
146,383,0.6296296296296297,0.649895178197065,morgan_fingerprint
147,384,0.59958071278826,0.6638714185883998,morgan_fingerprint
148,385,0.6275331935709294,0.6589797344514325,morgan_fingerprint
149,386,0.6184486373165619,0.6680642907058001,morgan_fingerprint
150,387,0.6285814116002795,0.6659678546471,morgan_fingerprint
151,388,0.6184486373165619,0.6757512229210343,morgan_fingerprint
152,389,0.6572327044025157,0.6652690426275332,morgan_fingerprint
153,390,0.6477987421383647,0.6680642907058002,morgan_fingerprint
154,391,0.656533892382949,0.6715583508036337,morgan_fingerprint
155,392,0.6572327044025157,0.6645702306079665,morgan_fingerprint
156,393,0.6572327044025157,0.6883298392732355,morgan_fingerprint
157,394,0.6572327044025157,0.660377358490566,morgan_fingerprint
158,395,0.5925925925925926,0.6638714185883998,morgan_fingerprint
159,396,0.6572327044025157,0.6827393431167015,morgan_fingerprint
160,397,0.6111111111111112,0.6673654786862333,morgan_fingerprint
161,398,0.6111111111111112,0.6666666666666667,morgan_fingerprint
162,399,0.6111111111111112,0.6631726065688329,morgan_fingerprint
163,400,0.6111111111111112,0.6666666666666666,morgan_fingerprint
164,401,0.6111111111111112,0.6617749825296995,morgan_fingerprint
165,402,0.5555555555555556,0.6589797344514325,morgan_fingerprint
166,403,0.6292802236198463,0.6617749825296996,morgan_fingerprint
167,404,0.6198462613556953,0.6603773584905661,morgan_fingerprint
168,405,0.6107617051013278,0.6827393431167016,morgan_fingerprint
169,406,0.5831586303284416,0.6380153738644304,morgan_fingerprint
170,407,0.5276030747728861,0.6324248777078966,morgan_fingerprint
171,408,0.6387141858839972,0.6883298392732355,morgan_fingerprint
172,409,0.6292802236198463,0.6799440950384347,morgan_fingerprint
173,410,0.6107617051013278,0.6932215234102026,morgan_fingerprint
174,411,0.6387141858839972,0.6827393431167016,morgan_fingerprint
175,412,0.6201956673654787,0.6687631027253669,morgan_fingerprint
176,413,0.6376659678546471,0.6981132075471697,morgan_fingerprint
177,414,0.6201956673654787,0.6743535988819007,morgan_fingerprint
178,415,0.6104122990915444,0.6785464709993012,morgan_fingerprint
179,416,0.6376659678546471,0.6694619147449336,morgan_fingerprint
180,417,0.5185185185185185,0.6477987421383647,morgan_fingerprint
181,418,0.6191474493361286,0.6771488469601677,morgan_fingerprint
182,419,0.5185185185185185,0.6429070580013976,morgan_fingerprint
183,420,0.6467505241090147,0.6778476589797344,morgan_fingerprint
184,421,0.610062893081761,0.6890286512928022,morgan_fingerprint
185,422,0.5821104122990916,0.6820405310971349,morgan_fingerprint
186,423,0.5821104122990916,0.679245283018868,morgan_fingerprint
187,424,0.5821104122990916,0.6778476589797344,morgan_fingerprint
188,425,0.5821104122990916,0.6946191474493361,morgan_fingerprint
189,426,0.5922431865828093,0.6701607267645002,morgan_fingerprint
190,427,0.537037037037037,0.6219426974143956,morgan_fingerprint
191,428,0.5090845562543675,0.6268343815513627,morgan_fingerprint
192,429,0.6009783368273934,0.7058001397624039,morgan_fingerprint
193,430,0.5,0.6568832983927323,morgan_fingerprint
194,431,0.5635918937805731,0.6883298392732355,morgan_fingerprint
195,432,0.5,0.6394129979035639,morgan_fingerprint
196,433,0.6107617051013278,0.681341719077568,morgan_fingerprint
197,434,0.5,0.6722571628232006,morgan_fingerprint
198,435,0.5,0.6666666666666666,morgan_fingerprint
199,436,0.5461215932914046,0.6785464709993012,morgan_fingerprint
200,437,0.5,0.6666666666666666,morgan_fingerprint
201,438,0.5,0.6729559748427674,morgan_fingerprint
202,439,0.5,0.6401118099231305,morgan_fingerprint
203,440,0.5737246680642907,0.679245283018868,morgan_fingerprint
204,441,0.5,0.6806429070580013,morgan_fingerprint
205,442,0.5,0.6561844863731656,morgan_fingerprint
206,443,0.5272536687631028,0.6757512229210342,morgan_fingerprint
207,444,0.5185185185185185,0.6331236897274632,morgan_fingerprint
208,445,0.5090845562543675,0.6673654786862333,morgan_fingerprint
209,446,0.5461215932914046,0.6757512229210343,morgan_fingerprint
210,447,0.5,0.6820405310971348,morgan_fingerprint
211,448,0.5,0.695317959468903,morgan_fingerprint
212,449,0.5646401118099231,0.6806429070580015,morgan_fingerprint
213,450,0.5,0.6939203354297694,morgan_fingerprint
214,451,0.5,0.6645702306079665,morgan_fingerprint
215,452,0.5,0.6561844863731656,morgan_fingerprint
216,453,0.5090845562543675,0.689727463312369,morgan_fingerprint
217,454,0.5276030747728861,0.6848357791754018,morgan_fingerprint
218,455,0.5276030747728861,0.6876310272536688,morgan_fingerprint
219,456,0.49056603773584906,0.663172606568833,morgan_fingerprint
220,457,0.5185185185185185,0.6687631027253669,morgan_fingerprint
221,458,0.5,0.6512928022361985,morgan_fingerprint
222,459,0.5,0.6708595387840671,morgan_fingerprint
223,460,0.5090845562543675,0.6554856743535988,morgan_fingerprint
224,461,0.5,0.6799440950384346,morgan_fingerprint
225,462,0.5,0.6715583508036338,morgan_fingerprint
226,463,0.537037037037037,0.6484975541579315,morgan_fingerprint
227,464,0.5,0.644304682040531,morgan_fingerprint
228,465,0.49056603773584906,0.6568832983927324,morgan_fingerprint
229,466,0.5185185185185185,0.6722571628232006,morgan_fingerprint
230,467,0.5,0.6247379454926625,morgan_fingerprint
231,468,0.5185185185185185,0.6911250873515025,morgan_fingerprint
232,469,0.5,0.6624737945492662,morgan_fingerprint
233,470,0.5,0.6324248777078966,morgan_fingerprint
234,471,0.5090845562543675,0.6715583508036338,morgan_fingerprint
235,472,0.49056603773584906,0.6715583508036338,morgan_fingerprint
236,473,0.5,0.6373165618448636,morgan_fingerprint
237,474,0.5,0.6519916142557652,morgan_fingerprint
238,475,0.5,0.6722571628232006,morgan_fingerprint
239,476,0.5,0.6666666666666667,morgan_fingerprint
240,477,0.5,0.670859538784067,morgan_fingerprint
241,478,0.5,0.6680642907058001,morgan_fingerprint
242,479,0.5,0.660377358490566,morgan_fingerprint
243,480,0.5,0.6666666666666667,morgan_fingerprint
244,481,0.5,0.6645702306079664,morgan_fingerprint
245,482,0.5,0.6624737945492662,morgan_fingerprint
246,483,0.5,0.6275331935709294,morgan_fingerprint
247,484,0.5,0.6715583508036338,morgan_fingerprint
248,485,0.5,0.5932914046121592,morgan_fingerprint
249,486,0.5,0.6666666666666666,morgan_fingerprint
250,487,0.5,0.6736547868623342,morgan_fingerprint
251,488,0.5,0.6673654786862334,morgan_fingerprint
252,489,0.5,0.6645702306079664,morgan_fingerprint
253,490,0.5,0.6575821104122991,morgan_fingerprint
254,491,0.5,0.6582809224318658,morgan_fingerprint
255,492,0.5,0.6296296296296295,morgan_fingerprint
256,493,0.5,0.6380153738644304,morgan_fingerprint
257,494,0.5,0.6561844863731656,morgan_fingerprint
258,495,0.5,0.6603773584905661,morgan_fingerprint
259,496,0.5,0.6519916142557651,morgan_fingerprint
260,497,0.5,0.6436058700209644,morgan_fingerprint
261,498,0.5,0.6491963661774982,morgan_fingerprint
262,499,0.5,0.6387141858839973,morgan_fingerprint
263,500,0.5,0.6324248777078966,morgan_fingerprint
264,501,0.5,0.6135569531795946,morgan_fingerprint
265,502,0.5,0.6380153738644304,morgan_fingerprint
266,503,0.5,0.636617749825297,morgan_fingerprint
267,504,0.5,0.6603773584905661,morgan_fingerprint
268,505,0.5,0.6394129979035639,morgan_fingerprint
269,506,0.5,0.6359189378057303,morgan_fingerprint
270,507,0.5,0.6477987421383647,morgan_fingerprint
271,508,0.5,0.6659678546470998,morgan_fingerprint
272,509,0.5,0.6470999301187981,morgan_fingerprint
273,510,0.5,0.686932215234102,morgan_fingerprint
274,511,0.5,0.6296296296296295,morgan_fingerprint
275,512,0.5,0.6457023060796645,morgan_fingerprint
276,513,0.5,0.6596785464709993,morgan_fingerprint
277,514,0.5,0.6464011180992313,morgan_fingerprint
278,515,0.5,0.6589797344514325,morgan_fingerprint
279,516,0.5,0.6540880503144654,morgan_fingerprint
280,517,0.5,0.6415094339622641,morgan_fingerprint
281,518,0.5,0.6422082459818309,morgan_fingerprint
282,519,0.5,0.6645702306079665,morgan_fingerprint
283,520,0.5,0.6666666666666667,morgan_fingerprint
284,521,0.5,0.649895178197065,morgan_fingerprint
285,522,0.5,0.676450034940601,morgan_fingerprint
286,523,0.5,0.6540880503144654,morgan_fingerprint
287,524,0.5,0.6876310272536689,morgan_fingerprint
288,525,0.5,0.6792452830188679,morgan_fingerprint
289,526,0.5,0.679245283018868,morgan_fingerprint
290,527,0.5,0.686932215234102,morgan_fingerprint
291,528,0.5,0.6827393431167015,morgan_fingerprint
292,529,0.5,0.7016072676450035,morgan_fingerprint
293,530,0.5,0.6792452830188679,morgan_fingerprint
294,531,0.5,0.6967155835080363,morgan_fingerprint
295,532,0.5,0.7016072676450035,morgan_fingerprint
296,533,0.5,0.703004891684137,morgan_fingerprint
297,534,0.5,0.6995108315863032,morgan_fingerprint
298,535,0.5,0.6932215234102027,morgan_fingerprint
299,536,0.5,0.6855345911949686,morgan_fingerprint
300,537,0.5,0.6792452830188679,morgan_fingerprint
301,538,0.5,0.6981132075471699,morgan_fingerprint
302,539,0.5,0.7197763801537386,morgan_fingerprint
303,540,0.5,0.6359189378057302,morgan_fingerprint
304,541,0.5,0.6918238993710691,morgan_fingerprint
305,542,0.5,0.6526904262753319,morgan_fingerprint
306,543,0.5,0.6666666666666667,morgan_fingerprint
307,544,0.5,0.6981132075471699,morgan_fingerprint
308,545,0.5,0.636617749825297,morgan_fingerprint
309,546,0.5,0.6659678546471,morgan_fingerprint
310,547,0.5,0.6757512229210343,morgan_fingerprint
311,548,0.5,0.6617749825296996,morgan_fingerprint
312,549,0.5,0.6512928022361985,morgan_fingerprint
313,550,0.5,0.7044025157232704,morgan_fingerprint
314,551,0.5,0.705800139762404,morgan_fingerprint
315,552,0.5,0.6750524109014675,morgan_fingerprint
316,553,0.5,0.6666666666666666,morgan_fingerprint
317,554,0.5,0.6897274633123689,morgan_fingerprint
318,555,0.5,0.6436058700209643,morgan_fingerprint
319,556,0.5,0.6526904262753319,morgan_fingerprint
320,557,0.5,0.6233403214535289,morgan_fingerprint
321,558,0.5,0.6673654786862334,morgan_fingerprint
322,559,0.5,0.6883298392732355,morgan_fingerprint
323,560,0.5,0.6750524109014675,morgan_fingerprint
324,561,0.5,0.6750524109014675,morgan_fingerprint
325,562,0.5,0.631027253668763,morgan_fingerprint
326,563,0.5,0.6876310272536688,morgan_fingerprint
327,564,0.5,0.6834381551362684,morgan_fingerprint
328,565,0.5,0.660377358490566,morgan_fingerprint
329,566,0.5,0.6701607267645003,morgan_fingerprint
330,567,0.5,0.7085953878406708,morgan_fingerprint
331,568,0.5,0.6519916142557651,morgan_fingerprint
332,569,0.5,0.6582809224318659,morgan_fingerprint
333,570,0.5,0.6932215234102026,morgan_fingerprint
334,571,0.5,0.6848357791754017,morgan_fingerprint
335,572,0.5,0.6219426974143956,morgan_fingerprint
336,573,0.5,0.6512928022361986,morgan_fingerprint
337,574,0.5,0.6596785464709993,morgan_fingerprint
338,575,0.5,0.6722571628232006,morgan_fingerprint
339,576,0.5,0.7016072676450035,morgan_fingerprint
340,577,0.5,0.6505939902166317,morgan_fingerprint
341,578,0.5,0.6785464709993012,morgan_fingerprint
342,579,0.5,0.6540880503144654,morgan_fingerprint
343,580,0.5,0.6813417190775681,morgan_fingerprint
344,581,0.5,0.6806429070580013,morgan_fingerprint
345,582,0.5,0.6799440950384347,morgan_fingerprint
346,583,0.5,0.6268343815513626,morgan_fingerprint
347,584,0.5,0.6694619147449337,morgan_fingerprint
348,585,0.5,0.6680642907058001,morgan_fingerprint
349,586,0.5,0.6568832983927324,morgan_fingerprint
350,587,0.5,0.6785464709993012,morgan_fingerprint
351,588,0.5,0.670859538784067,morgan_fingerprint
352,589,0.5,0.6596785464709993,morgan_fingerprint
353,590,0.5,0.6429070580013976,morgan_fingerprint
354,591,0.5,0.6582809224318659,morgan_fingerprint
355,592,0.5,0.6673654786862334,morgan_fingerprint
356,593,0.5,0.5877009084556255,morgan_fingerprint
357,594,0.5,0.56743535988819,morgan_fingerprint
358,595,0.5,0.6477987421383647,morgan_fingerprint
359,596,0.5,0.6610761705101327,morgan_fingerprint
360,597,0.5,0.6464011180992313,morgan_fingerprint
361,598,0.5,0.6352201257861636,morgan_fingerprint
362,599,0.5,0.5646401118099231,morgan_fingerprint
363,600,0.5,0.639412997903564,morgan_fingerprint
364,601,0.5,0.6079664570230607,morgan_fingerprint
365,602,0.5,0.6589797344514325,morgan_fingerprint
366,603,0.5,0.6519916142557652,morgan_fingerprint
367,604,0.5,0.6450034940600979,morgan_fingerprint
368,605,0.5,0.6261355695317959,morgan_fingerprint
369,606,0.5,0.6848357791754018,morgan_fingerprint
370,607,0.5,0.6617749825296995,morgan_fingerprint
371,608,0.5,0.6310272536687631,morgan_fingerprint
372,609,0.5,0.6589797344514325,morgan_fingerprint
373,610,0.5,0.6310272536687631,morgan_fingerprint
374,611,0.5,0.6540880503144655,morgan_fingerprint
375,612,0.5,0.6897274633123689,morgan_fingerprint
376,613,0.5,0.6484975541579315,morgan_fingerprint
377,614,0.5,0.6666666666666667,morgan_fingerprint
378,615,0.5,0.6589797344514325,morgan_fingerprint
379,616,0.5,0.5960866526904263,morgan_fingerprint
380,617,0.5,0.6624737945492662,morgan_fingerprint
381,618,0.5,0.6373165618448637,morgan_fingerprint
382,619,0.5,0.649895178197065,morgan_fingerprint
383,620,0.5,0.6568832983927323,morgan_fingerprint
384,621,0.5,0.6505939902166318,morgan_fingerprint
385,622,0.5,0.6226415094339623,morgan_fingerprint
386,623,0.5,0.6911250873515025,morgan_fingerprint
387,624,0.5,0.6554856743535988,morgan_fingerprint
388,625,0.5,0.6233403214535289,morgan_fingerprint
389,626,0.5,0.6757512229210343,morgan_fingerprint
390,627,0.5,0.5953878406708595,morgan_fingerprint
391,628,0.5,0.6317260656883298,morgan_fingerprint
392,629,0.5,0.676450034940601,morgan_fingerprint
393,630,0.5,0.6477987421383647,morgan_fingerprint
394,631,0.5,0.6338225017470301,morgan_fingerprint
395,632,0.5,0.5981830887491265,morgan_fingerprint
396,633,0.5,0.7071977638015374,morgan_fingerprint
397,634,0.5,0.6533892382948986,morgan_fingerprint
398,635,0.5,0.6477987421383647,morgan_fingerprint
399,636,0.5,0.6429070580013976,morgan_fingerprint
400,637,0.5,0.6995108315863032,morgan_fingerprint
401,638,0.5,0.6890286512928022,morgan_fingerprint
402,639,0.5,0.620545073375262,morgan_fingerprint
403,640,0.5,0.6457023060796646,morgan_fingerprint
404,641,0.5,0.6792452830188679,morgan_fingerprint
405,642,0.5,0.63382250174703,morgan_fingerprint
406,643,0.5,0.5786163522012578,morgan_fingerprint
407,644,0.5,0.5981830887491265,morgan_fingerprint
408,645,0.5,0.5953878406708596,morgan_fingerprint
409,646,0.5,0.5723270440251573,morgan_fingerprint
410,647,0.5,0.663172606568833,morgan_fingerprint
411,648,0.5,0.6317260656883298,morgan_fingerprint
412,649,0.5,0.5883997204751921,morgan_fingerprint
413,650,0.5,0.5758211041229909,morgan_fingerprint
414,651,0.5,0.6121593291404611,morgan_fingerprint
415,652,0.5,0.6051712089447939,morgan_fingerprint
416,653,0.5,0.6219426974143956,morgan_fingerprint
417,654,0.5,0.6554856743535988,morgan_fingerprint
418,655,0.5,0.6848357791754018,morgan_fingerprint
419,656,0.5,0.5988819007686932,morgan_fingerprint
420,657,0.5,0.6862334032145353,morgan_fingerprint
421,658,0.5,0.6121593291404612,morgan_fingerprint
422,659,0.5,0.6289308176100629,morgan_fingerprint
423,660,0.5,0.6589797344514327,morgan_fingerprint
424,661,0.5,0.6848357791754017,morgan_fingerprint
425,662,0.5,0.6638714185883997,morgan_fingerprint
426,663,0.5,0.6044723969252271,morgan_fingerprint
427,664,0.5,0.686932215234102,morgan_fingerprint
428,665,0.5,0.6387141858839972,morgan_fingerprint
429,666,0.5,0.7190775681341719,morgan_fingerprint
430,667,0.5,0.6911250873515026,morgan_fingerprint
431,668,0.5,0.6079664570230607,morgan_fingerprint
432,669,0.5,0.6561844863731656,morgan_fingerprint
433,670,0.5,0.6366177498252971,morgan_fingerprint
434,671,0.5,0.6505939902166318,morgan_fingerprint
435,672,0.5,0.6310272536687631,morgan_fingerprint
436,673,0.5,0.6156533892382949,morgan_fingerprint
437,674,0.5,0.6373165618448637,morgan_fingerprint
438,675,0.5,0.6415094339622641,morgan_fingerprint
439,676,0.5,0.6771488469601676,morgan_fingerprint
440,677,0.5,0.6135569531795946,morgan_fingerprint
441,678,0.5,0.6219426974143956,morgan_fingerprint
442,679,0.5,0.649895178197065,morgan_fingerprint
443,680,0.5,0.6512928022361985,morgan_fingerprint
444,681,0.5,0.6589797344514325,morgan_fingerprint
445,682,0.5,0.6205450733752621,morgan_fingerprint
446,683,0.5,0.5960866526904263,morgan_fingerprint
447,684,0.5,0.6953179594689028,morgan_fingerprint
448,685,0.5,0.626135569531796,morgan_fingerprint
449,686,0.5,0.6380153738644304,morgan_fingerprint
450,687,0.5,0.6135569531795947,morgan_fingerprint
451,688,0.5,0.6198462613556953,morgan_fingerprint
452,689,0.5,0.7106918238993711,morgan_fingerprint
453,690,0.5,0.660377358490566,morgan_fingerprint
454,691,0.5,0.6750524109014674,morgan_fingerprint
455,692,0.5,0.6708595387840671,morgan_fingerprint
456,693,0.5,0.7148846960167715,morgan_fingerprint
457,694,0.5,0.6505939902166317,morgan_fingerprint
458,695,0.5,0.6974143955276031,morgan_fingerprint
459,696,0.5,0.7009084556254368,morgan_fingerprint
460,697,0.5,0.6757512229210342,morgan_fingerprint
461,698,0.5,0.6547868623340322,morgan_fingerprint
462,699,0.5,0.6219426974143956,morgan_fingerprint
463,700,0.5,0.6904262753319357,morgan_fingerprint
464,701,0.5,0.6086652690426275,morgan_fingerprint
465,702,0.5,0.6701607267645003,morgan_fingerprint
466,703,0.5,0.6596785464709993,morgan_fingerprint
467,704,0.5,0.6995108315863032,morgan_fingerprint
468,705,0.5,0.6310272536687631,morgan_fingerprint
469,706,0.5,0.6491963661774982,morgan_fingerprint
470,707,0.5,0.7176799440950384,morgan_fingerprint
471,708,0.5,0.6918238993710691,morgan_fingerprint
472,709,0.5,0.6296296296296295,morgan_fingerprint
473,710,0.5,0.6701607267645002,morgan_fingerprint
474,711,0.5,0.6869322152341021,morgan_fingerprint
475,712,0.5,0.6030747728860937,morgan_fingerprint
476,713,0.5,0.684136967155835,morgan_fingerprint
477,714,0.5,0.6589797344514325,morgan_fingerprint
